,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
317,Machine Learning Engineer,Apple,Herzliya,4.2 ,"Summary Posted: Aug 8, 2023 Role Number:200495352 Imagine what you could do with Machine Learning at Apple! Extraordinary ideas have a way of becoming excellent products, services, and customer experiences which are personalized, contextualized and intelligent to our users. The ML Algo team at Apple works on various multidisciplinary ML projects related to Apple’s chip design technologies. We are looking for an outstanding machine learning engineer to develop state-of-the-art algorithms and infrastructure for the next generation of thoughtful and personal products we deliver. If you thrive at the intersection of algorithms, Apple’s outstanding chips and applied machine learning this position will excite and encourage you.",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
318,Automation Engineer- student position,Atera,Tel Aviv-Yafo,4.7 ,"Atera is looking for a talented and passionate Automation Engineer to develop, maintain, and improve the automation framework and tests to ensure the highest level of quality. This is a student position. Availability to work a minimum of 3 days a week (60%) is required.  Responsibilities: Conduct the process of transformation from manual tests to automation tests based on needed scenarios & tools, as well as enhance existing tests and tools.  Requirements:",-1,1,4.7,4.6,4.6,4.6,4.6,201 to 500 Employees,Company - Private,Information Technology,2014,Enterprise Software & Network Solutions,$25 to $100 million (USD)
319,SOFTWARE AUTOMATION ENGINEER R&D,Toka,Tel Aviv-Yafo,3.7 ,"Tel Aviv, IL DESCRIPTION We are seeking a highly skilled and motivated Software Automation Engineer to join our team. As a Software Automation Engineer, you will be responsible for designing, developing, and implementing software solutions to ensure the quality and reliability of our software products. You will tackle challenging technological issues on a daily-basis in areas such as computer networking, operation systems, complexity and efficiency, distributed programming, parallelism, concurrency, user-experience (UX) and so much more. You will collaborate with cross-functional teams to understand requirements, create test strategies, develop automation frameworks, write test scenarios to evaluate the quality and performance of the system. Your skills and expertise will play a crucial role in improving Toka’s cutting edge IoT intelligence platform, and by extension, improving the security of Tier-1 countries around the globe!",-1,0,3.4,3.5,3.5,3.3,3.5,1001 to 5000 Employees,Company - Private,-1,2009,-1,$100 to $500 million (USD)
320,Junior Full Stack Engineer לחברה בינלאומית מצליחה,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: חברה בינלאומית מצליחה מחפשת את הטאלנט הבא! החברה עוסקת בתחום ה-IOT ו-Big Data, ומפתחת מערכות חכמות לרכב. מונים כ-60 עובדים בארץ ו-150 בעולם, יושבים במרכז הארץ ועובדים במודל היברידי. במסגרת התפקיד, הצטרפות לצוות פיתוח Full Stack ב-NodeJS ו-React. מעוניין/ת לשמוע עוד? שלח/י קורות חיים ונתעדכן! דרישות המשרה: שנה ניסיון בפיתוח NodeJS ו-React תואר טכנולוגי / יוצא/ת יחידה טכנולוגית",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
321,Deep Learning Researcher / Engineer,Inspekto,Ramat Gan,-1,"Join our fun, dynamic work environment in the heart of Tel Aviv’s high-tech area. Together, we’ll use formerly-science fiction technology to reimagine QA for industrial manufacturing and impact a $30 billion market. Contact us for Job Offers here: careers@inspekto.com Inspekto is looking for an enthusiastic and creative algorithm developer. Introduction We are taking on very challenging machine-learning tasks – from controlling physical cameras and illuminations, to universal single-shot detectors and accurate 3D homography alignments, to truly unique meta-learners.",-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
322,Junior Software Engineer,Nym Health,Tel Aviv-Yafo,-1,"At Nym, we’re passionate about simplifying healthcare by automating the accurate interpretation of clinical language. Our interdisciplinary team has developed an innovative technology that can understand clinical language and provides an entirely new way of analyzing and decoding medical records into clear, concise, and actionable information. This ultimately ensures clinical and administrative teams can spend more time focused on patient care. At Nym, the future is bright. Our engine currently processes over five million charts annually in more than 150 emergency department and urgent care settings across the US. We are backed by top-tier VCs and growing rapidly, with offices in NYC and Tel Aviv.   Requirements:",-1,1,4.1,4.7,3.0,2.7,4.4,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
323,R&D Support Engineer (Tier 3 Support),Albert Technologies,Tel Aviv-Yafo,3.5 ,"Tel Aviv – R&D Support Team Join the top tier of technical support at Albert. Responsibilities: The R&D Support Team is the top tier of technical support at Albert. As part of the team you will: Provide R&D level (Tier 3) support for Account Managers, Professional Services, and Data Researchers. Handle day to day activities in terms of deep investigation of support tickets, escalation handling, monitoring alarms, and alerts. Work with developers and product teams to resolve problems in production and deliver fixes.",-1,0,3.0,3.2,3.4,3.2,3.2,1 to 50 Employees,Company - Public,-1,-1,-1,$1 to $5 million (USD)
324,R&D Engineer,Implant Direct,Israel,3.2 ,"Operating Company: Implant Direct Location: Modi'in-Maccabim-Re'ut,HaMerkaz (Central),IL Date Posted: June 8, 2023 Req Number: R5016536  Implant Direct is part of Envista’s portfolio of dental product and service companies, including more than 30 trusted brands and over 125 years of dental excellence. With over 4.6 million implants placed worldwide, Implant Direct enables dentists to advance their patients’ oral health with high-quality dental implant solutions. All implants are manufactured in the USA using only medical-grade titanium alloy, meeting the industry’s highest performance and safety standards. We offer a unique portfolio of products and solutions that elevate the performance of your practice through predictable outcomes, greater patient satisfaction, and reduced total costs. We are committed to renewing confidence and changing lives through enhancing patient access. For more information about Implant Direct, visit www.Implantdirect.com .",-1,0,3.1,3.6,3.1,2.8,3.0,10000+ Employees,Company - Public,Healthcare,2019,Health Care Services & Hospitals,Unknown / Non-Applicable
325,Junior Test Engineer IRC189415,GlobalLogic,Ramat Gan,3.9 ,Job: IRC189415  Location: Israel - Ramat-Gan  Designation: Junior Test Engineer  Experience: 0-1 years  Function: Quality Assurance,-1,0,3.7,3.5,3.9,3.6,4.0,10000+ Employees,Company - Private,Information Technology,2000,Information Technology Support Services,$500 million to $1 billion (USD)
326,HW/SW Testing Engineer,Invaya,Herzliya,3.3 ,"Job Description: Validate and test a wide variety of technologies and platforms Work closely with developers to improve testability Support of internal and external customers Writing and working with test case documentation  Required Skills: Experience in SW testing, testing methodologies and strategy Fast learner with outstanding technical skills Experience in HW/SW and embedded testing Experience in working with lab test equipment Experience in scripting and test automation - an advantage",-1,0,2.7,3.0,3.3,2.5,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable
327,QA Engineer (Casual Games),PlayWorks Digital,Tel Aviv-Yafo,-1,"Play.Works is the leading games platform distributed through connected devices with the largest CTV game catalog in the world with over 400+ titles built for TV from the ground-up including Crossy Road, Trivia Crack, Tetris®, doodle jump, games from Atari® and Play.Works originals. Play.Works video portfolio leverages a proprietary connected device framework to enable rapid development across multiple Connected TV platforms to distribute AVOD apps and linear channels from creator superstars like SSundee, Ninja Kidz as well as original networks, such as BRB: Travel & Food. Play.Works games and video can be found on world leading players such as Comcast, Cox, SKY, Roku, Vizio, LG, Samsung and most major pay TV platforms in North America and the UK with a combined reach of over 250M homes. For our QA team, we are looking for a candidate that is passionate about games!",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,1 to 50 Employees,Contract,-1,-1,-1,Unknown / Non-Applicable
328,Junior Full Stack Engineer,Yotpo,Tel Aviv-Yafo,4.1 ,"If you shop online (and who doesn't these days?), then chances are you've already interacted with Yotpo. We're a leading eCommerce retention marketing platform, on a mission to help brands of all sizes turn one-time shoppers into customers for life. Loyalty programs, SMS and email marketing, subscriptions, and reviews are our bread and butter, but we have more solutions up our sleeve, too. We have teams across the world, including the US, Canada, UK, Israel, Bulgaria, and Australia — and we're still growing. Our primary goal is to deliver the best technology in the industry. You can hear all about it in our latest brand video. Sounds exciting? Then read on, because we're in pursuit of the best and the brightest minds to help us achieve our vision.",-1,0,3.9,3.8,4.2,3.9,3.9,501 to 1000 Employees,Company - Private,Information Technology,2011,Computer Hardware Development,Unknown / Non-Applicable
329,Deep Learning Engineer,Replies AI,Tel Aviv-Yafo,4.5 ,JOIN US We are the new generation of artificial intelligence. Our engine is creating success stories around the world by assisting support teams to bring an exceptional service experience. Deep Learning Engineer - Tel Aviv DESCRIPTION  We are looking for a Deep Learning Engineer to join our ML/DL engine team. Our data science team is structured entirely with ML developer who contributes to the development of DL-based algorithm but also to its connectivity to the product and business. We're looking for people who are passionate to help customers and not just explore the research side of things.  RESPONSIBILITIES,-1,0,4.5,4.5,4.5,4.5,4.5,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
