,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
267,Full-Stack Developer (מספר משרה - 3028),קבוצת כלמוביל,Rosh Ha`Ayin,3.8 ,"מטרת התפקיד: פיתוח ותחזוקת אתרי החברה, במטרה לייצר פתרונות טכנולוגיים המותאמים לצרכים העסקיים של החברה. איך יראה היום שלך? פיתוח אתרים. הובלה ויישום של פתרונות פיתוח לדרישות העסקיות תמיכה ותחזוקה שוטפת של תהליכים עסקיים קיימים עבודה מול ממשקים פנים וחוץ ארגוניים. למי מתאימה המשרה? שנתיים ניסיון בפיתוח צד לקוח ב-ReactJS – חובה שנתיים ניסיון בפיתוח צד שרת באחת השפות הבאות: Node.js/PHP– חובה ניסיון בפיתוח אתרי WordPress – חובה ניסיון בעבודה עם Git – חובה ניסיון ב-NextJS – יתרון מהותי העסקה במיקור חוץ",-1,0,3.3,3.0,3.7,3.7,4.2,501 to 1000 Employees,Company - Private,Retail & Wholesale,-1,Vehicle Dealers,Unknown / Non-Applicable
268,הזדמנות לפיתוח ב-GO ללא ניסיון! Backend Developer למרכז פיתוח קטן של חברה בינלאומית,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: המרכז בנוי מיוצאי יחידות טכנולוגיות מובחרות. בתחום ה-Cyber Intelligence לiOT , סייבר התקפי בפיקוח של משרד הבטחון. יושבים בת""א קרוב לרכבת, משלבים עבודה מהבית. הפעילות מתחת לרדאר. מונים כ40 איש ובצמיחה מהירה. מהות התפקיד: פיתוח Backend ב-Go כחלק מצוות, פיתוח תשתיות Design מעל Linux, עבודה עם Elasticsearch, MongoDB. הגש/י קורות חיים ונדבר דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
269,Junior Developer,Genoox,Tel Aviv-Yafo,5.0 ,"Job ID 1124 Position Location: Tel Aviv, Israel An automation developer at Genoox handles a wide variety of tasks, from devops, to tool building, test automation, support operations and more. You’ll work with developers, support personnel and project managers to promote their goals, while nurturing automation frameworks and tools. You will be responsible for: Maintain, build and operate automation frameworks and internal tools to fulfill company-wide automation needs Working closely with the support, devops and development teams to meet ongoing demands and operations requirements",-1,0,4.1,3.5,5.0,4.0,5.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
270,Junior Backend Developer לסטארטאפ מבטיח הנמצא מתחת לרדאר ברמת גן (קו רכבת),Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו סטארט-אפ בהקמה עם פוטנציאל אדיר! גייסנו כבר 10 מליון דולר. הוקמנו על ידי יזמים למודי אקזיטים מוצלחים ומתוקשרים! לא נוכל לספר הרבה על העשייה שלנו כרגע אבל אנחנו נמצאים בשלב מרתק הכולל גיוס של ראשוני וראשונות העובדים/ות לתפקידי מפתח בחברה עם הרבה השפעה מקצה לקצה וחיבור לביזנס. נשמח לצרף מפתח/ת Backend לפיתוח בNodeJS משולב עם מעט Python, מעל Linux, סביבת AWS. עבודה עם Docker/Kubernetes. מדובר באתגר טכנולוגי יוצא דופן ופיתוח של מוצר מאפס. עבודה עם המון דאטה, הטמעת מתודולוגיה והגדרת הסטאק הטכנולוגי. נשמח להכיר מפתחים/ות עם נסיון של שנתיים ומעלה, מלא/ת מוטיבציה ורצון להוביל אותנו קדימה. שלח/י קורות חיים!",-1,0,4.1,4.6,4.1,4.5,3.7,-1,-1,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
271,Junior Full stack Developer בחברת Start Up שמפתחת מערכת בקרת איכות אוטונומית,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים Junior Full stack Developer למשפחה! מדובר בחברה שמפתחת מערכת בקרת איכות אוטונומית לזיהוי פגמים בתהליך הייצור. זו טכנולוגיה ייחודית הכוללת שימוש ב-Machine Learning, Computer Vision. המצלמה החכמה מתוקנת במפעלי ייצור, ופסי יצור והיא יודעת לבחון תוך כדי תנועה את החלקים השונים שנעים על הפס, ותוך הרצת אלגוריתמי AI ו- CV הבנה איזה חלקים הם עם פגמים ואיזה חלקים טובים. המוצר יודע לחסוך מיליוני דולרים בפס הייצור לחברות. החברה ממוקמת ברמת גן על קו רכבת ועובדת במודל היברידי. נשמח לקבל את קורות החיים שלך! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
272,Fullstack Junior Developer עם נסיון של שנה ומעלה בNet. וAngular לחברת הייטק מבוססת היטב וגלובלית!,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: שלום! אם את/ה בחיפושים אחר אתגר תעסוקתי חדש, נשמח שתצטרף/י לצוות שלנו של 4 מפתחי Fullstack, הפיתוח עם דגש לצד הServer בNet. ומעט Net Core., עבודה בסביבת SQL Server, Web API. לצד הקליינט מפתחים בAngular10. אנחנו מבוססים ויציבים, נמצאים בבעלות פרטית, ועובדים עם מגוון רחב של לקוחות ברחבי העולם. עוסקים בפיתוח מערכת לניהול תהליכים ואופטימיזציה של תקשורת עם לקוחות ומציעים גם שירותי אנליזה ופתרונות מותאמים ללקוחות ענק. בארץ אנחנו 100 אנשים (ליד קו רכבת-תל אביב) ועוד רבים בעולם. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
273,Junior full-stack Developer לחברת סטארטאפ בתחום האינטרנט של הדברים ברמת גן,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: נשמח לעניין במשרת Junior full-stack Developer למפתח/ת עם נסיון של שנה בפיתוח. התפקיד כולל כתיבת קוד 60% מהזמן לצד הServer בJava והיתר לצד הClient בAngular8. עוסקים בפיתוח פלטפורמת SaaS המאפשרת ניהול תקשורת וקישוריות רציפה, גלובאלית ומאובטחת למכשירי IoT בארגונים. לחברה פטנטים רשומים. מונים 50 עובדים, יושבים במשרדים חדשים ברמת גן וממומנים ב 26 מיליון דולר. נמצאים בתנופת צמיחה משמעותית! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
274,Front-end Developer,uPress,Holon,-1,"למה כדאי לך להצטרף לצוות שלנו? כבר שנים ארוכות שאנחנו מובילים בתחום אחסון אתרי הוורדפרס, וזו יכולה להיות הזדמנות נהדרת עבורך להצטרף לצוות המנצח שלנו, אם אתה עדיין לא מכיר אותנו, אז הגיע הזמן. אנחנו צוות של אנשי אבטחה, מנהלי רשתות, מפתחים, מעצבים, אנליסטים, מאפייני UX/UI, אנשי שירות ומכירות. שעושים את ה-כ-ל בשביל לספק ללקוחתינו את הטכנולוגיה המתקדמת ביותר ופורצת הדרך שלנו, עטופה היטב בשירות ברמה הגבוהה ביותר כאשר המטרה שעומדת כל הזמן לנגד עינינו היא להמשיך להוביל ולפתח את עולמות האחסון בוורדפרס.. ביופרס העובדים מרגישים שהם שייכים לצוות איכותי של אנשים שפועל יחדיו עם המון .תמיכה וחופש ליצירתיות, לביטוי עצמי ולהשפעה עצומה על מגוון רחב של תחומים כחלק מהתפיסה הארגונית שלנו אנחנו שמים את העובד במרכז ומאירים דגש מיוחד על התפתחות אישית, צמיחה מקצועית ורכישת ידע, עיצוב קריירה אישית שמניבה פירות וסביבת עבודה נוחה ומשפחתית שמסייעת לכל עובד.",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
275,Jr. javascript developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for a junior javascript developer, to support startups in central Israel. Required skills At least 1 year of experience in node.js backend development At least 2 years in Javascript development Experience in: Angular.js – BIG ADVANTAGE Responsible, autodeduct, independent developer.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
276,Junior Developer ללא ניסיון לחברת סטארטאפ בעולם האלגוטריידינג,Gotfriends,Israel,4.8 ,"תיאור המשרה: לחברת סטארטאפ המפתחת אלגוריתמים חכמים בעולם האלגוטריידינג דרוש/ה בוגר/ת לימודי מדעי המחשב שמעוניין/ת להשתלב בסטארטאפ מהשורה הראשונה. הסטארטאפ הוקם על ידי יוצאי אחת היחידות הטכנולוגיות המובילות. הזדמנות להכנס לאחת החברות המובילות בתחום האלגוטריידינג ולעבוד עם היזמים המבריקים בתחום. להנות מתנאים מעולים! (אופציות, בונוסים ועוד פינוקים) דרישות המשרה: בוגרים/בוגרות תואר ראשון במדעי המחשב - ממוצע 90 ומעלה - יתרון",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
277,Junior Python Developer Hod HaSharon,AppCard,Hod HaSharon,3.6 ,"Join our team of technical innovators and creative problem solvers.  We are always on the lookout for curious, proactive, enthusiastic people who are passionate about helping businesses understand their customers, and helping customers get the most out of their shopping experience. Headquartered in Downtown NYC, with offices in Ramat Hasharon, Israel and Delray Beach, Florida, AppCard is a startup environment where all ideas and contributions receive attention and recognition. Our philosophy is simple: be the best, work hard and have fun. If you have confidence, ambition and talent, we’d love to meet you. submit your resume to careers@appcard.com.   Junior Python DeveloperHod HaSharon This position is for someone who absolutely loves to code and help us to drive innovation into our Python stack. Responsibilities: Take responsibility and ownership of core services, supporting Millions of complex operations per day Be part of a larger development team working together according to Agile methodology. Requirements: Proven industry experience in Python – 2-3 years of experience Experience working at a tech startup is preferable. Willingness to interact and work with different teams across the company. Independent learner- able to learn new technologies, design practices, and technologies quickly.",-1,0,3.8,3.0,3.5,3.5,3.2,1 to 50 Employees,Company - Public,Information Technology,-1,Computer Hardware Development,$5 to $25 million (USD)
278,Junior Java Developer לחברת סטארט-אפ מצליחה המתפתחת ומבוססת מערכת AI למינוף נתונים,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: הפלטפוטרמה שלנו מבוססת AI, מסייעת לחברות לזהות בעיות בכל מה שקשור ל-Diversity ו-Inclusion בחברה. המערכת של החברה ממנפת את הנתונים הקיימים מפלטפורמות ה-SaaS של הלקוחות שלה, כדי לזהות בעזרתם הטיה לא מודעת בתהליכי הגיוס. בעקבות הנתונים מתבצעת הסקת מסקנות ותובנות שמסייעות לחברה המגייסת לבצע תהליכי גיוס הוגנים יותר, ולשפר את אחוזי ה-Diversity בחברה. החברה מונה שמונה אנשים בארץ (מרכז הפיתוח בארץ) , ועוד 10 עובדים בחו""ל שעוסקים בעיקר במכירות ושירות לקוחות. ה-Stack הטכנולוגי שלהם כולל - Java, AWS , Microservices, Rest API, SQL ,Gradle, Maven. הזדמנות מדהימה להשתלב אצלנו, הגישו קורות חיים!",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
